tweet_text,label,url
"Kamu görevi sırasında kul hakkı yiyen kim varsa Allah belasını versin! Bütün CHP’li belediyeleri yolsuzluk yapıyor gösteren, yolsuzluk yapan AKP’lileri aklayan adaletiniz de batsın! Türkiye’nin büyük bir temizliğe ihtiyacı var. Ancak bu temizlik bu iktidarın kirli elleri ile yapılamaz!",nonproduct,https://twitter.com/vekilince/status/1941453567123976553
"Vatansever, Cumhuriyetçi, Atatürkçü, inandığı değerler için yaşayan, kalemi keskin, bu topraklarda yetişip, bu topraklar için mücadele eden Nihat Genç’i kaybettik. Kendisine Allah’tan rahmet, ailesine ve sevenlerine başsağlığı diliyorum.",nonproduct,https://twitter.com/vekilince/status/1941133370467217722
"Güle güle, rüzgara karşı yürüyen Atatürk Türkiyesinin korkusuz evladı, keskin kalem #NihatGenç! ailesinin ve sevdiklerinin başı sağ olsun",nonproduct,https://twitter.com/s_turpcu/status/1941161609508057411
Azrail bile taraf tutuyor aq Allah rahmet eylesin...,nonproduct,https://twitter.com/cash_j_o_k_e_r/status/1941134560034746726
Son delikanlı da gitti. Meydan köçeklere kaldı. Mekanın cennette Kuvayı Milliyecilerin yanı olsun büyük vatansever.,nonproduct,https://twitter.com/galapakoslu/status/1941136476206735430
2 Temmuz 1993’de yaktılar 1 Temmuz 2025’de yakmaya çalıştılar  Aklımızı başımıza almazsak  Birleşemezsek hep birlikte yanacağız Unutursak yok olacağız #unutMADIMAKlımda,nonproduct,https://twitter.com/vekilince/status/1940330821623415199
"Bugün Silivri Cezaevi’nde Ekrem İmamoğlu’nu ziyaret ettim. Kendisinin mesajını sizlerle paylaşıyorum.   “Önce adalet, önce hürriyet, sonra bereket!”",nonproduct,https://twitter.com/vekilince/status/1940041444728729878
Meraklı Varank,nonproduct,https://twitter.com/vekilince/status/1938955011079229462
"Dünyanın en samimi, en fedakar insanları olan Memleket Partililere benimle birlikte yürüdükleri için yürekten teşekkür ediyorum.   Memleket Partisi Kurultayından sonra bütün yol arkadaşlarımı CHP’ye üye olmaya davet ediyorum. Çünkü; yolcu değişir, yol değişir ama hedef değişmez!",nonproduct,https://twitter.com/vekilince/status/1937578758841504187
"Yapay zekâ odaklı projeler kripto para dünyasını dönüştürüyor! The Graph, Render ve Fetch ai gibi coin’ler, merkeziyetsiz yapay zekâ çözümleriyle yepyeni bir dönemin kapısını aralıyor.  Kriptopara dünyasıyla ilgili bilgiler ve analizler için Stablex’i takip edin.",nonproduct,https://twitter.com/Stablex_Turkiye/status/1938602804991664540
sinan engin abdülkerim durmaz'a ihanet ediyor edit küle dönmüşsün,nonproduct,https://twitter.com/videolarsivi/status/1943618517615444001
Rahmetli güzel sallıyordu..,nonproduct,https://twitter.com/uluser/status/1943603437133816043
büyüklüğü şaka mı deriz mesela,nonproduct,https://twitter.com/umutsuzjonturk/status/1943478615863160859
ne düşündü acaba,nonproduct,https://twitter.com/natebadfellas/status/1943677039711568024
Türkiye’de an itibari ile muhalif kanal kalmamıştır.,nonproduct,https://twitter.com/cicikus_dr/status/1943578238057320859
"Katillere barış elçisi denmesi TSK'ya ve milletimize hakarettir! Böyle bir hata karşısında sessiz kalamayız. Adalet, Türk milletinin onuruna yakışır!",nonproduct,https://twitter.com/AhmetEski68/status/1943582550787596662
Galatasaray Efsanesi dermiyiz artık   Victor Osimhen - Bamba,nonproduct,https://twitter.com/erister9/status/1943631053307986151
Bugün günlerden Victor Osimhen,nonproduct,https://twitter.com/mahmuthiuss/status/1943651621235290168
Victor Osimhen'e yapılan teklifi banka garantili olunca 70'e çektik..  Bu duruma bir napoli tarftarın tepkisi,nonproduct,https://twitter.com/leroyizm/status/1943668306898038824
"4 kişi 1 telefon mu kullanacak yani, beklenti bu mu 2025 yılında?",nonproduct,https://twitter.com/sonkezchp/status/1943631716884574595
70 yaş ve yukarısı ölmeden bu ülkeye huzur yok..,nonproduct,https://twitter.com/Kestane124/status/1943583939668451601
"işte kapitalizmde ""sanat""  kendinizi, dolayısıyla eserinizi ne kadar metalaştırırsanız sanatınız o kadar iyi sanat oluyor. hadise'den de bağımsız genel durum bu.",nonproduct,https://twitter.com/svyashenniy/status/1943678937386631314
Beyonce u bilmem ama Hadise full ingilizce parça kassa Dua Lipa yı sollardı,nonproduct,https://twitter.com/kaanfback/status/1943676585711714558
Hepsi yolunu bulmuş oranı buranı aç özgür kadın ve Atatürkçü ol müşterin çok olur. Sonra da ay bir eğlendik bir eğlendik şahanesin hadise diye yorumlar olur. Hadise de kazandığı çuvalla parayı taşımaya uğraşır.,nonproduct,https://twitter.com/NahyaMutlu/status/1943675065398149423
"Sevgilimle birlikteliğimizin 57., nikahlı birlikteliğimizin 49. yılını baş başa kutladık... Sizlerle paylaşmak istedim…",nonproduct,https://twitter.com/memduhtv/status/1942999019258790218
"Afrika'dan getirilen sömürge ailesinin torunu Yunan milliyetçiliği yapıyor, Türkiye'nin en büyük kulüplerinden biri PKK yandaşı iş adamıyla sponsor pazarlığı yapıyor.  Gökten vahiy indi de Türklere milliyetçilik haram mı edildi, ne oldu?",nonproduct,https://twitter.com/TahsinTurkic/status/1943297859240984837
"aga masak raporlarında bu kadının kara para akladığı ispatlanmışken binlerce usulsüz iş tespit edilmişken nasıl oluyorda böyle bir karar çıkıyor, kusura bakmayın ama bu ülke bana maaşlı çalışan birisi olarak kendimi aptal gibi hissettiriyor…",nonproduct,https://twitter.com/tedaselectricas/status/1943016517018300484
ben yokken ankara,nonproduct,https://twitter.com/swezyin/status/1941913941568880895
"#Ankara değişik bi yer, kalınca sıkılıyorum gidince özlüyorum, ailem tanıdıklar burda ondan mı bilmem.. Bi denizi olsa belki de herşey hallolacak :)",nonproduct,https://twitter.com/Zahide56131807/status/1943687474967929174
bazen 4 takipçili itülü hesaplar twitterdan beni takip etmeye başlıyo ben de itülü diye geri takip ediyorum stalklayan exleri falan varsa duyurulur,nonproduct,https://twitter.com/bencezorlamayin/status/1890401861926043719
dostlar aile yok öğrenciyim ve tatlı bi araba minik hem de okula falan gidemez miyim hahhaja,nonproduct,https://twitter.com/bencezorlamayin/status/1942917276581368105
burayı hanginiz açtı marmaris’te,nonproduct,https://twitter.com/bencezorlamayin/status/1941921911618863235
Yanlış söylenmiş kardeşim. Memleketin her bir karış toprağı gibi itü de vatansever Türk gençlerinin. Okulu bir avuç sempatizana bırakacak halimiz yok.,nonproduct,https://twitter.com/turkesciadam1/status/1941494133035762168
"İSRAİL SİYONİZMİNE KARŞI DİRENİŞİMİZ SÜRECEK!  Gazze'ye temel gıda malzemeleri sağlamak ve bu hususta farkındalık yaratmak amacıyla Sicilya'dan tamamen silahsız olarak 12 mürettebatıyla yola çıkan Madleen adlı gemi, geçtiğimiz saatlerde siyonist İsrail rejimince uluslararası sularda durduruldu ve bütün mürettebatı gözaltına alındı.   Hiçbir toprak parçası, din ve ırk; binlerce çocuğun suçsuz yere acı çekmesini, öldürülmesini, ailesini kaybetmesini haklı kılamaz. Türk solu olarak Filistin ile dayanışmamız sürmektedir. Deniz'lerden, Mahir'lerden bu yana kavgamız daha da hiddetlenmiştir!   Gazi Direniş olarak, Özgür Filistin'in yanında olduğumuzu gururla beyan ederiz.",nonproduct,https://twitter.com/gazidirenis/status/1931993717633589526
"Henüz 22 yaşındaydı, Şehit Şenay Aybüke Yalçın. Müzik öğretmeni olmuştu, hayalini kurduğu gibi. Mesleğinin ilk yılında, yüreği öğrencilerine adanmıştı. Batman’ın Kozluk ilçesinde, gülümsemesiyle çocuklara umut oluyordu.  9 Haziran 2017’de, terör bir kez daha en masum olanı hedef aldı. Terör örgütünün saldırısında, hayatının baharında, karneleri dağıtmaya hazırlandığı gün, Aybüke öğretmen aramızdan ayrıldı. O kurşunla o sınıflar yetim kaldı.  Aybüke öğretmenin aramızdan ayrılışının sekizinci senesinde hatırasını büyüyen bir özlemle anıyoruz.  Bu vesileyle Gazi Direniş olarak terörün her şekline ve her türlüsüne karşı olduğumuzu bir kez daha hatırlatarak terörü lanetliyoruz.",nonproduct,https://twitter.com/gazidirenis/status/1932016447951159664
"iki hafta önce çalıştığı ülkeyi b-2 sprinter bombaladı, millet kovuldu diyor",nonproduct,https://twitter.com/PanchionKartal/status/1940463806565728626
"20+ Gol atacak forvete gelince..  20+ Gol atacak Forveti Çok istiyorduk.  HALEN DE İSTİYORUZ!  Ama sabrımız,taşmak üzere...  48 saat verdim Ali Ekber Ağabeye ona da selam olsun buradan  Oldu oldu olmadı  B C D'ye gidicez",nonproduct,https://twitter.com/Mamilton1923/status/1943686690696057246
yarını yeni hayatımın ilk günü ilan ediyorum iyi geceler,nonproduct,https://twitter.com/Mamilton1923/status/1943093882532565104
"MHP Lideri Devlet Bahçeli:   ""Yeni yüzyılın mimarı Türk milleti olacak.""",nonproduct,https://twitter.com/temmuz1919/status/1943687825175495127
Enflasyondan haberi yok adalet ülkeyi terk etmiş yeni yüzyılın mimarligindan bahsediyor,nonproduct,https://twitter.com/lavinya_insan/status/1943688314323689891
ŞLKASFŞLİKASŞLİFKASİŞLFKASŞLİFKASŞİLKFLŞAİSKFŞLİASKFŞİLASKFLŞİASKŞİFLKSAİŞLFKASŞİLKFŞİLASKFİŞASFASFSAŞLKASFŞLİKASŞLİFKASİŞLFKASŞLİFKASŞİLKFLŞAİSKFŞLİASKFŞİLASKFLŞİASKŞİFLKSAİŞLFKASŞİLKFŞİLASKFİŞASFASFSA,nonproduct,https://twitter.com/Umutak47Dildo/status/1943688433316106320
Ülkemi kalmış çöktük çöküyoruz,nonproduct,https://twitter.com/sence_mm/status/1943688774916940045
SON DAKİKA | Osimhen Galatasaray'da.,nonproduct,https://twitter.com/volesports_/status/1943688402731188631
"Haddinden kilolu insanlar valizli insanlar 2 kisilik yeri gasp ediyor, milletin simarik veletleri yuzunden huzurumuz bozuluyor bunlarin hepsinin bi cezası olsun hic sorumlulugum olmayan seylerin etkisini yasiyorum amk",nonproduct,https://twitter.com/aaskperisi/status/1943685567432065361
Benim eski isimde teknik sefim erkekti dunyanin en sinsi adamiydi adamla denk dusmek istemiyordum mobbingin allahini uyguluyordu sans iste,nonproduct,https://twitter.com/aaskperisi/status/1943380805448864101
Kaç sene nikahsız yaşadığınızı bu kitlenin bilmesinin bir amacı var mı????? ..yinede hpyy annvrsry .,nonproduct,https://twitter.com/Eminenc10907762/status/1943020212351049803
Bismillahirrahmanirrahim,nonproduct,https://twitter.com/vekilakbey/status/1943690456417652894
"Biz seni de tanıyoruz muhalifçilik oynayan siyaset uzmanı .  Senin mantığına göre üst güvenlik bürokrasisi de ekremi tehdit olarak görüp siyasetten sildi,onu da desteklemen lazım",nonproduct,https://twitter.com/vekilakbey/status/1943689459410567248
Bir İstanbul takımı destekleyip aynı zamanda Gençlerbirliği sempatizanı olan arkadaşlara kin kusmak yerine onları kazanmaya çalışmalıyız. Bu kulüp artık kabuğundan sıyrılıp daha geniş kitlelere ulaşma yolunda. O arkadaşlara sayıp sövüp uzaklaştırmayı doğru bulmuyorum.,nonproduct,https://twitter.com/SonoGrigio/status/1939785634069074275
1. dönem kombine alma hakkımı kullanabilmek için son çare kör kupon yaptık... geceye ya batacağız ya çıkacağız,nonproduct,https://twitter.com/SonoGrigio/status/1937929808156983496
"beyler bayanlar, stickerlar sökülmez, üzerine yapıştırılır. hatta hafiften boşluk bırakıp tamamını kapatmazsın ki kime kontra attığın belli olsun.  çıkardığım sonuç: türkiye'de futbol kültürü olmadığı gibi taraftarlık kültürü de yok.",nonproduct,https://twitter.com/SonoGrigio/status/1937218138896052307
"Dün gece bir grup ergenin Gençlerbirliği bayraklarına saldırdığı videoları kaldırdım. Belli ki bunları yapanlar bir takımın taraftarı bile değil, kendilerine eğlence arıyor.  Ancak videoyu alıntılandığım hesap, bir takımın ismini kullanarak bu videoları paylaşıyor. Bilginize.",nonproduct,https://twitter.com/SonoGrigio/status/1927287329665765728
"Stadyuma sığmayan Napolililer'in gol sevincine bak. Juve, Inter ve Milan'ın toplamda 75 şampiyonluğu var, bunlar gidip sadece 3 şampiyonluğu olan takımı destekliyorlar. Yoksa siz TC vatandaşlarından daha iyi bildiğinizi mi sanıyorsunuz?",nonproduct,https://twitter.com/SonoGrigio/status/1926009336779731060
9 Ağustos cumartesi günü saat 19.00 itibariyle yeni sezona her zaman ki gibi maratonun ortasında başlıyoruz HAYDİ GENÇLER.,nonproduct,https://twitter.com/cephelise23/status/1943689142073786850
Playlist yapmam lazım ama üşeniyorum,nonproduct,https://twitter.com/alperen_gln_/status/1943690996136513909
2 Temmuz'da bu görüntüleri servis ettiler.  6 Temmuz'da metan gazından şehit haberi duyurdular.,nonproduct,https://twitter.com/CanerKara_Tayma/status/1943219326238007558
Osimheni sattıktan sonra 2.taksiti bekleyen napoli başkanı,nonproduct,https://twitter.com/videocuefendi/status/1943355422267613272
kabus gördüm diye tüm ev halkını uyandırdım mutfakta birlikte oturuyoruz bu da bazı en küçük çocuk şımarıklıklarından biri işte,nonproduct,https://twitter.com/uzerimmbenseni/status/1596664745641361408
"“her şey değişecek zannederek geçirdiğim yıllardan sonra, hala geceleri her şey değişecek diye düşündüğümü fark edince kötü oldum”",nonproduct,https://twitter.com/uzerimmbenseni/status/1942659503591186621
34 bedene düşüşün sırrını açıklıyorum arkadaslar stres ve üzüntüyle gelen mide bulantısı,nonproduct,https://twitter.com/uzerimmbenseni/status/1938523424714055990
aile evinde kendime vakit ayıramayışımı şu şekilde özetleyim 80 sayfalık kitabı 10 gündür bitiremedim,nonproduct,https://twitter.com/uzerimmbenseni/status/1936822968325161460
5ay sonra instamı geri açtım görüyorum ki rahat bi 15 kişi nişanlanmış 19 20 kişi falan,nonproduct,https://twitter.com/uzerimmbenseni/status/1908865009892970921
atatürk'ün gençliğe hitabesinde bahsettiği gençliğin biz olduğunu fark etmemizin vaktidir.,nonproduct,https://twitter.com/vazgecildim/status/1895155135036223497
"İlk basta herkes iyidir. Insanlarin ilk söylediklerine degil, son yaptiklarina bakacaksin. Eğilmedik bükülmedin satmadık. Hadi bana eyvallah ben artık yokum. @kirmizikara   @G_Birligi_Haber   @yurtspor1",nonproduct,https://twitter.com/GOKSELGB1923/status/1933929026784985535
"Gençlerbirliği'nde bugün yapılan Olağan Genel Kurul, divan heyetinin tüzüğe uymaması sebebiyle sonuç ne olursa olsun mahkeme tarafından iptal edilecektir.",nonproduct,https://twitter.com/FikreetGul/status/1933842559119380674
Adamlık cinsiyet meselesi değil şahsiyet meselesi.  Yazık size. Yazık size gösterilen saygıya sevgiye. Yazık size Agbi deyişlere. Bundan sonra sizde Arif Ölmez gibi anılacaksınız !  Osman Sungur yanlış yapmış. Arif ile ortak olup Osman’ı bitireceklermiş !  İnsanın bir duruşu olur !  Yazdığının konuştuğunun arkasında durur !  Bu saatten sonra biriniz değil topunuz gelin… Bu bir seçim düellosu değildir .  Şeref haysiyet meselesidir onur meselesidir !  Arkadan hançerlenmenin tam adresidir !  Hodri meydan ! Bu saatten sonra ne Agbi tanırım ne dost tanırım nede hayır !  @kirmizikara   @G_Birligi_Haber   @yurtspor1,nonproduct,https://twitter.com/GOKSELGB1923/status/1933465967813681482
"Kağızmana Ismarladım Nar Gele. Kars, 1987.",nonproduct,https://twitter.com/TurkulerAnadolu/status/1622248406625165313
KARS programımızın ilk gününden kareler.,nonproduct,https://twitter.com/UmitCebiSP/status/1941931074625405432
"Böyle manzaraya uyanmak  Ardahan,güvenocak yaylası",nonproduct,https://twitter.com/eesyildizz/status/1942795475092136201
"Arkadasim atti. Diyarbakir cafelerinde tatlı olarak ""bakir tasda karpuz"" satılıyomus... batiya gelemez misin?",nonproduct,https://twitter.com/canhabibiyim/status/1943309876093927493
128 milyar dolar ne büyük parasin be bu evden 150 tane alirrr,nonproduct,https://twitter.com/Williamsjrr7/status/1943687207950188586
Çok iyi yatırım yapmış. Bi de zekasını beğenmezsiniz…..,nonproduct,https://twitter.com/VincentBelorgey/status/1943688722433659342
Bedava,nonproduct,https://twitter.com/mchtrgt/status/1943688577088450820
ARKADAŞLAR SON GÖNDERİMİ YAYALIM LÜTFEN,nonproduct,https://twitter.com/ferdanurseker/status/1943690027885588500
Fenerbahçe İhtiyar heyeti için mi aldı !,nonproduct,https://twitter.com/cinbears0/status/1943599180263395610
Titreyin geliyoruz,nonproduct,https://twitter.com/arslan_binici/status/1943599551933215059
Cincon ağlamaaaaa,nonproduct,https://twitter.com/cankan1907_/status/1943599224840413294
10 numaranın sahibi geldi,nonproduct,https://twitter.com/duranbahce_1907/status/1943599138211258623
"Abartın da abartın. Bu çocuk prime dönemlerinde en baba 30,35 istatistikler yapabilmiş. Yani 2 maç var 5 maç yok gibi düşünün. Kısacası bizim Arda'nın 2 level altı gibi işte. Asla kötü demiyorum. Kendimi kanıtlamış bir oyuncuya kötü denmez. Fakat abartıya gerek yok diyorum.",nonproduct,https://twitter.com/fiftyfive36799/status/1943606544878223693
"1995’te Bosna’da BM’nin “güvenli bölge” dediği Srebrenitsa’da 8.372 müslüman Boşnak, Sırp askerlerce sistematik biçimde katledildi.   Dünya ise sadece izledi.  Klasik Avrupa işte bayılıyorlar soykırıma.",nonproduct,https://twitter.com/alp_akkkk/status/1943568983027806652
lise son sınıftayken Bosna Hersek soykırımı proje ödevimdi ödevi yaparken yapılan zulümleri iskenceleri dinlerken yüreğim dayanmamıştı Allah hepsine rahmet eylesin.,nonproduct,https://twitter.com/portakallaricin/status/1943645240348303690
"Srebrnitsayı geçelim artık şimdi Filistin soykırımını konuşalım … asla unutmayacağız, unutturmayacağız !",nonproduct,https://twitter.com/Mirayislam2/status/1943570553329070109
Sen kimsin de Srebrenitsa’yı geçelim diyorsun? Allah’tan kork,nonproduct,https://twitter.com/liberterianlead/status/1943607844437115303
Tutar bu uygulama bedava kahvede varsa,nonproduct,https://twitter.com/fatih81111/status/1943527284570227109
Güzel mantık,nonproduct,https://twitter.com/icarsisocardi/status/1943642788718899452
Daha oraya otursam telle oynayamam,nonproduct,https://twitter.com/ramsar1551/status/1943595399287119897
Eskiden katalog ile yapıyorlardı. Şimdi uygulama kisvesi ile.,nonproduct,https://twitter.com/Zagorakis_/status/1943367458196173025
Araplasmayalim diye diye fransizlastik,nonproduct,https://twitter.com/Serkan74172955/status/1943668084587336030
"Kırk tane gebeşe,  kırk tane makale yazdırsanız,  kırk ayrı promter kurup okumaya çalışsanız,  kırk fırın ekmek yiyip kırk sene daha o kürsülerde böğürseniz, bu annenin samimiyetiyle üç lafı peşpeşe edemezsiniz. Peltek dilleriniz dolaşa dolaşa, tek ayak üstünde kırk yalan söylüyorsunuz. Kendinizi bile ikna edemiyorsunuz.",nonproduct,https://twitter.com/CanerKara_Tayma/status/1943375792840331277
meyvelere bak bizim market raflarindan iyi,nonproduct,https://twitter.com/burakmadim/status/1943353063223283974
"Türkiye nüfusu nun %70 inden daha iyi besleniyorlar amq, inek kadar değerimiz yok",nonproduct,https://twitter.com/Smlctnl/status/1943229971348001247
E bu haber mi şimdi yıllardır türkiyede çiftçiler de öyle yapar. Kendi adıma söylüyorum hayvancılıkla uğraştığımız zamanlarda karpuz şeftali elma armut gibi besinleri yedirirdik hayvana,nonproduct,https://twitter.com/arisapiens/status/1943338259729518980
Köyde ahırda bizim ineklerle en keyif aldığım an onlara annemin gün aşırı bi leğene özellikle kışın hazırladığı meyve kabukları ve dünden kalan meyve sebzelerin karışımını vermekti. Öyle güzel yiyorlarki acayip mutlu oluyorsun izlerken.,nonproduct,https://twitter.com/reallatovlevici/status/1943253339791073394
"İsviçre'ye inek olarak başvurup, vize almak isteyenler olacaktır.. Bol şans..",nonproduct,https://twitter.com/metehanparss/status/1943262233917821384
hic bildiginiz sacma sapan ama kritik bilgi var mi ortamlarda satilcak fln,nonproduct,https://twitter.com/arsizbela2012/status/1943391121536909620
"Beşiktaş, Kyle Walker-Peters ile anlaşmaya çok yakın! Oyuncu temsilcisinin bir talebi oldu. Çözülürse imzalar atılacak!",nonproduct,https://twitter.com/yagosabuncuoglu/status/1943603094148862230
Hint-Arap ülkelerinde doğma ihtimaliniz ise %25 idi,nonproduct,https://twitter.com/oyarzaball08/status/1943617199077237183
